Name,win_start,win_end,predicted_speed_mps,Real_mps,Abs_Error_mps
Arrow_UAS_Seeded_notStabilised,1.0,3.0,0.5686,0.561,0.0076
Arrow_UAS_Seeded_notStabilised,2.0,4.0,0.561,0.561,0.0
Arrow_UAS_Seeded_notStabilised,3.0,5.0,0.561,0.561,0.0
Arrow_UAS_Seeded_notStabilised,4.0,6.0,0.5586,0.561,0.0024
Arrow_UAS_Seeded_notStabilised,5.0,7.0,0.561,0.561,0.0
Arrow_UAS_Seeded_notStabilised,6.0,8.0,0.5597,0.561,0.0013
Arrow_UAS_Seeded_notStabilised,7.0,9.0,0.5588,0.561,0.0022
Arrow_UAS_Seeded_notStabilised,8.0,10.0,0.5603,0.561,0.0007
Arrow_UAS_Seeded_notStabilised,9.0,11.0,0.561,0.561,0.0
Arrow_UAS_Seeded_notStabilised,10.0,12.0,0.5612,0.561,0.0002
Arrow_UAS_Seeded_notStabilised,11.0,13.0,0.561,0.561,0.0
Arrow_UAS_Seeded_notStabilised,12.0,14.0,0.561,0.561,0.0
Arrow_UAS_Seeded_notStabilised,13.0,15.0,0.5612,0.561,0.0002
Arrow_UAS_Seeded_notStabilised,14.0,16.0,0.5607,0.561,0.0003
Arrow_UAS_Seeded_notStabilised,15.0,17.0,0.5458,0.561,0.0152
Arrow_UAS_Seeded_notStabilised,16.0,18.0,0.5574,0.561,0.0036
Arrow_UAS_Seeded_notStabilised,17.0,19.0,0.5613,0.561,0.0003
Arrow_UAS_Seeded_notStabilised,17.8,19.8,0.5611,0.561,0.0001
Arrow_UAS_Unseeded_Stabilised,0.0,2.0,0.5607,0.561,0.0003
Arrow_UAS_Unseeded_Stabilised,1.0,3.0,0.561,0.561,0.0
Arrow_UAS_Unseeded_Stabilised,2.0,4.0,0.5549,0.561,0.0061
Arrow_UAS_Unseeded_Stabilised,3.0,5.0,0.561,0.561,0.0
Arrow_UAS_Unseeded_Stabilised,4.0,6.0,0.5057,0.561,0.0553
Arrow_UAS_Unseeded_Stabilised,5.0,7.0,0.561,0.561,0.0
Arrow_UAS_Unseeded_Stabilised,6.0,8.0,0.561,0.561,0.0
Arrow_UAS_Unseeded_Stabilised,7.0,9.0,0.561,0.561,0.0
Arrow_UAS_Unseeded_Stabilised,8.0,10.0,0.561,0.561,0.0
Arrow_UAS_Unseeded_Stabilised,9.0,11.0,0.561,0.561,0.0
Arrow_UAS_Unseeded_Stabilised,10.0,12.0,0.531,0.561,0.03
Arrow_UAS_Unseeded_Stabilised,11.0,13.0,0.558,0.561,0.003
Arrow_UAS_Unseeded_Stabilised,12.0,14.0,0.5573,0.561,0.0037
Arrow_UAS_Unseeded_Stabilised,13.0,15.0,0.5384,0.561,0.0226
Arrow_UAS_Unseeded_Stabilised,14.0,16.0,0.5565,0.561,0.0045
Arrow_UAS_Unseeded_Stabilised,15.0,17.0,0.5553,0.561,0.0057
Arrow_UAS_Unseeded_Stabilised,16.0,18.0,0.5594,0.561,0.0016
Arrow_UAS_Unseeded_Stabilised,17.0,19.0,0.5565,0.561,0.0045
Arrow_UAS_Unseeded_Stabilised,17.8,19.8,0.5572,0.561,0.0038
Arrow_UAS_Unseeded_notStabilised,0.0,2.0,0.5609,0.561,0.0001
Arrow_UAS_Unseeded_notStabilised,1.0,3.0,0.5598,0.561,0.0012
Arrow_UAS_Unseeded_notStabilised,2.0,4.0,0.561,0.561,0.0
Arrow_UAS_Unseeded_notStabilised,3.0,5.0,0.5591,0.561,0.0019
Arrow_UAS_Unseeded_notStabilised,4.0,6.0,0.561,0.561,0.0
Arrow_UAS_Unseeded_notStabilised,5.0,7.0,0.5598,0.561,0.0012
Arrow_UAS_Unseeded_notStabilised,6.0,8.0,0.5606,0.561,0.0004
Arrow_UAS_Unseeded_notStabilised,7.0,9.0,0.5602,0.561,0.0008
Arrow_UAS_Unseeded_notStabilised,8.0,10.0,0.5608,0.561,0.0002
Arrow_UAS_Unseeded_notStabilised,9.0,11.0,0.561,0.561,0.0
Arrow_UAS_Unseeded_notStabilised,10.0,12.0,0.5599,0.561,0.0011
Arrow_UAS_Unseeded_notStabilised,11.0,13.0,0.5598,0.561,0.0012
Arrow_UAS_Unseeded_notStabilised,12.0,14.0,0.5602,0.561,0.0008
Arrow_UAS_Unseeded_notStabilised,13.0,15.0,0.561,0.561,0.0
Arrow_UAS_Unseeded_notStabilised,14.0,16.0,0.5607,0.561,0.0003
Arrow_UAS_Unseeded_notStabilised,15.0,17.0,0.5598,0.561,0.0012
Arrow_UAS_Unseeded_notStabilised,16.0,18.0,0.5592,0.561,0.0018
Arrow_UAS_Unseeded_notStabilised,17.0,19.0,0.5608,0.561,0.0002
Arrow_UAS_Unseeded_notStabilised,17.8,19.8,0.561,0.561,0.0
Brenta1,0.0,2.0,0.3848,0.384,0.0008
Brenta1,1.0,3.0,0.3876,0.384,0.0036
Brenta1,2.0,4.0,0.3863,0.384,0.0023
Brenta1,3.0,5.0,0.3963,0.384,0.0123
Brenta1,4.0,6.0,0.3863,0.384,0.0023
Brenta1,5.0,7.0,0.385,0.384,0.001
Brenta1,6.0,8.0,0.384,0.384,0.0
Brenta1,7.0,9.0,0.3892,0.384,0.0052
Brenta1,8.0,10.0,0.4592,0.384,0.0752
Brenta1,9.0,11.0,0.4365,0.384,0.0525
Brenta1,10.0,12.0,0.4397,0.384,0.0557
Brenta1,11.0,13.0,0.4528,0.384,0.0688
Brenta1,12.0,14.0,0.3925,0.384,0.0085
Brenta1,13.0,15.0,0.384,0.384,0.0
Brenta1,14.0,16.0,0.3846,0.384,0.0006
Brenta1,15.0,17.0,0.3907,0.384,0.0067
Brenta1,16.0,18.0,0.3943,0.384,0.0103
Brenta1,17.0,19.0,0.3856,0.384,0.0016
Brenta1,18.0,20.0,0.3866,0.384,0.0026
BrentaFLIR,0.0,2.0,0.3864,0.384,0.0024
BrentaFLIR,1.0,3.0,0.384,0.384,0.0
BrentaFLIR,2.0,4.0,0.3841,0.384,0.0001
BrentaFLIR,3.0,5.0,0.3895,0.384,0.0055
BrentaFLIR,4.0,6.0,0.3978,0.384,0.0138
BrentaFLIR,5.0,7.0,0.5888,0.384,0.2048
BrentaFLIR,6.0,8.0,0.4487,0.384,0.0647
BrentaFLIR,7.0,9.0,0.3896,0.384,0.0056
BrentaFLIR,8.0,10.0,0.3851,0.384,0.0011
BrentaFLIR,9.0,11.0,0.3844,0.384,0.0004
BrentaFLIR,10.0,12.0,0.3876,0.384,0.0036
BrentaFLIR,11.0,13.0,0.3855,0.384,0.0015
BrentaFLIR,12.0,14.0,0.384,0.384,0.0
BrentaFLIR,13.0,15.0,0.384,0.384,0.0
BrentaFLIR,14.0,16.0,0.3882,0.384,0.0042
LaMorge_orthorectified,0.0,2.0,0.3969,0.388,0.0089
LaMorge_orthorectified,1.0,3.0,0.3896,0.388,0.0016
LaMorge_orthorectified,2.0,4.0,0.3888,0.388,0.0008
LaMorge_orthorectified,3.0,5.0,0.3887,0.388,0.0007
LaMorge_orthorectified,4.0,6.0,0.3921,0.388,0.0041
LaMorge_orthorectified,5.0,7.0,0.4049,0.388,0.0169
LaMorge_orthorectified,6.0,8.0,0.4205,0.388,0.0325
LaMorge_orthorectified,7.0,9.0,0.4264,0.388,0.0384
LaMorge_orthorectified,7.6,9.6,0.4389,0.388,0.0509
LaVence,0.0,2.0,0.6432,0.651,0.0078
LaVence,1.0,3.0,0.6709,0.651,0.0199
LaVence,2.0,4.0,0.6318,0.651,0.0192
LaVence,3.0,5.0,0.7149,0.651,0.0639
RiverBradano_NonStabilised,0.0,2.0,0.817,0.817,0.0
RiverBradano_NonStabilised,1.0,3.0,0.8139,0.817,0.0031
RiverBradano_NonStabilised,2.0,4.0,0.817,0.817,0.0
RiverBradano_NonStabilised,3.0,5.0,0.817,0.817,0.0
RiverBradano_NonStabilised,4.0,6.0,0.817,0.817,0.0
RiverBradano_NonStabilised,5.0,7.0,0.817,0.817,0.0
RiverBradano_NonStabilised,6.0,8.0,0.817,0.817,0.0
RiverBradano_NonStabilised,7.0,9.0,0.817,0.817,0.0
RiverBradano_NonStabilised,8.0,10.0,0.817,0.817,0.0
RiverBradano_NonStabilised,9.0,11.0,0.817,0.817,0.0
RiverBradano_NonStabilised,10.0,12.0,0.817,0.817,0.0
RiverBradano_NonStabilised,11.0,13.0,0.817,0.817,0.0
RiverBradano_NonStabilised,12.0,14.0,0.8164,0.817,0.0006
RiverBradano_NonStabilised,13.0,15.0,0.8164,0.817,0.0006
RiverBradano_NonStabilised,14.0,16.0,0.817,0.817,0.0
RiverBradano_NonStabilised,15.0,17.0,0.817,0.817,0.0
RiverBradano_NonStabilised,16.0,18.0,0.817,0.817,0.0
RiverBradano_NonStabilised,17.0,19.0,0.817,0.817,0.0
RiverBradano_NonStabilised,18.0,20.0,0.817,0.817,0.0
RiverBradano_NonStabilised,19.0,21.0,0.817,0.817,0.0
RiverBradano_NonStabilised,20.0,22.0,0.817,0.817,0.0
RiverBradano_NonStabilised,21.0,23.0,0.8136,0.817,0.0034
RiverBradano_NonStabilised,22.0,24.0,0.817,0.817,0.0
RiverBradano_NonStabilised,23.0,25.0,0.817,0.817,0.0
RiverBradano_Stabilised,0.0,2.0,0.817,0.817,0.0
RiverBradano_Stabilised,1.0,3.0,0.8177,0.817,0.0007
RiverBradano_Stabilised,2.0,4.0,0.817,0.817,0.0
RiverBradano_Stabilised,3.0,5.0,0.817,0.817,0.0
RiverBradano_Stabilised,4.0,6.0,0.817,0.817,0.0
RiverBradano_Stabilised,5.0,7.0,0.817,0.817,0.0
RiverBradano_Stabilised,6.0,8.0,0.817,0.817,0.0
RiverBradano_Stabilised,7.0,9.0,0.817,0.817,0.0
RiverBradano_Stabilised,8.0,10.0,0.817,0.817,0.0
RiverBradano_Stabilised,9.0,11.0,0.8208,0.817,0.0038
RiverBradano_Stabilised,10.0,12.0,0.8189,0.817,0.0019
RiverBradano_Stabilised,11.0,13.0,0.8153,0.817,0.0017
RiverBradano_Stabilised,12.0,14.0,0.8164,0.817,0.0006
RiverBradano_Stabilised,13.0,15.0,0.8164,0.817,0.0006
RiverBradano_Stabilised,14.0,16.0,0.817,0.817,0.0
RiverBradano_Stabilised,15.0,17.0,0.817,0.817,0.0
RiverBradano_Stabilised,16.0,18.0,0.817,0.817,0.0
RiverBradano_Stabilised,17.0,19.0,0.9337,0.817,0.1167
RiverBradano_Stabilised,18.0,20.0,0.8414,0.817,0.0244
RiverBradano_Stabilised,19.0,21.0,0.8636,0.817,0.0466
RiverBradano_Stabilised,20.0,22.0,0.8149,0.817,0.0021
RiverBradano_Stabilised,21.0,23.0,0.817,0.817,0.0
RiverBradano_Stabilised,22.0,24.0,0.817,0.817,0.0
RiverBradano_Stabilised,23.0,25.0,0.817,0.817,0.0
RiverNoce_12_fps,0.0,2.0,0.4468,0.429,0.0178
RiverNoce_12_fps,1.0,3.0,0.432,0.429,0.003
RiverNoce_12_fps,2.0,4.0,0.4225,0.429,0.0065
RiverNoce_12_fps,3.0,5.0,0.4285,0.429,0.0005
RiverNoce_12_fps,3.833333333333333,5.833333333333333,0.4283,0.429,0.0007
SalmonRiver_notStabilised,0.0,2.0,0.6656,0.667,0.0014
SalmonRiver_notStabilised,1.0,3.0,0.6674,0.667,0.0004
SalmonRiver_notStabilised,2.0,4.0,0.6677,0.667,0.0007
SalmonRiver_notStabilised,3.0,5.0,0.667,0.667,0.0
SalmonRiver_notStabilised,4.0,6.0,0.6672,0.667,0.0002
SalmonRiver_notStabilised,5.0,7.0,0.6689,0.667,0.0019
SalmonRiver_notStabilised,6.0,8.0,0.6664,0.667,0.0006
SalmonRiver_notStabilised,7.0,9.0,0.6661,0.667,0.0009
SalmonRiver_notStabilised,8.0,10.0,0.6657,0.667,0.0013
SalmonRiver_notStabilised,9.0,11.0,0.6687,0.667,0.0017
SalmonRiver_notStabilised,10.0,12.0,0.6666,0.667,0.0004
SalmonRiver_notStabilised,11.0,13.0,0.667,0.667,0.0
SalmonRiver_notStabilised,12.0,14.0,0.6683,0.667,0.0013
SalmonRiver_notStabilised,13.0,15.0,0.667,0.667,0.0
SalmonRiver_notStabilised,14.0,16.0,0.6672,0.667,0.0002
SalmonRiver_notStabilised,15.0,17.0,0.667,0.667,0.0
SalmonRiver_notStabilised,16.0,18.0,0.667,0.667,0.0
SalmonRiver_notStabilised,17.0,19.0,0.6668,0.667,0.0002
SalmonRiver_notStabilised,18.0,20.0,0.6675,0.667,0.0005
SalmonRiver_notStabilised,19.0,21.0,0.669,0.667,0.002
SalmonRiver_notStabilised,20.0,22.0,0.667,0.667,0.0
SalmonRiver_notStabilised,21.0,23.0,0.6702,0.667,0.0032
SalmonRiver_notStabilised,22.0,24.0,0.6666,0.667,0.0004
SalmonRiver_notStabilised,23.0,25.0,0.6664,0.667,0.0006
SalmonRiver_notStabilised,24.0,26.0,0.6664,0.667,0.0006
SalmonRiver_notStabilised,25.0,27.0,0.6664,0.667,0.0006
SalmonRiver_notStabilised,26.0,28.0,0.667,0.667,0.0
SalmonRiver_notStabilised,27.0,29.0,0.667,0.667,0.0
SalmonRiver_notStabilised,28.0,30.0,0.667,0.667,0.0
SalmonRiver_notStabilised,29.0,31.0,0.667,0.667,0.0
SalmonRiver_notStabilised,30.0,32.0,0.667,0.667,0.0
SalmonRiver_notStabilised,31.0,33.0,0.667,0.667,0.0
SalmonRiver_notStabilised,32.0,34.0,0.6677,0.667,0.0007
SalmonRiver_notStabilised,33.0,35.0,0.6658,0.667,0.0012
SalmonRiver_notStabilised,34.0,36.0,0.6672,0.667,0.0002
SalmonRiver_notStabilised,35.0,37.0,0.6684,0.667,0.0014
SalmonRiver_notStabilised,36.0,38.0,0.6674,0.667,0.0004
SalmonRiver_notStabilised,37.0,39.0,0.6636,0.667,0.0034
SalmonRiver_notStabilised,38.0,40.0,0.6583,0.667,0.0087
SalmonRiver_notStabilised,39.0,41.0,0.664,0.667,0.003
SalmonRiver_notStabilised,40.0,42.0,0.6638,0.667,0.0032
SalmonRiver_notStabilised,41.0,43.0,0.6636,0.667,0.0034
SalmonRiver_notStabilised,42.0,44.0,0.6689,0.667,0.0019
SalmonRiver_notStabilised,43.0,45.0,0.6695,0.667,0.0025
SalmonRiver_notStabilised,44.0,46.0,0.6669,0.667,0.0001
SalmonRiver_notStabilised,45.0,47.0,0.6669,0.667,0.0001
SalmonRiver_notStabilised,46.0,48.0,0.6677,0.667,0.0007
SalmonRiver_notStabilised,47.0,49.0,0.666,0.667,0.001
SalmonRiver_notStabilised,48.0,50.0,0.6672,0.667,0.0002
SalmonRiver_notStabilised,49.0,51.0,0.6678,0.667,0.0008
SalmonRiver_notStabilised,50.0,52.0,0.6669,0.667,0.0001
SalmonRiver_notStabilised,51.0,53.0,0.667,0.667,0.0
SalmonRiver_notStabilised,52.0,54.0,0.667,0.667,0.0
SalmonRiver_notStabilised,53.0,55.0,0.6672,0.667,0.0002
SalmonRiver_notStabilised,54.0,56.0,0.667,0.667,0.0
SalmonRiver_notStabilised,55.0,57.0,0.667,0.667,0.0
SalmonRiver_notStabilised,56.0,58.0,0.669,0.667,0.002
SalmonRiver_notStabilised,57.0,59.0,0.6675,0.667,0.0005
SalmonRiver_notStabilised,58.0,60.0,0.667,0.667,0.0
SalmonRiver_notStabilised,58.81075,60.81075,0.665,0.667,0.002
StJulien,0.0,2.0,3.3705,6.001,2.6305
Thalhofen,0.0,1.8666666666666667,1.2033,1.791,0.5877
Tiber,0.0,2.0,2.3682,2.331,0.0372
Tiber,1.0,3.0,2.3548,2.331,0.0238
Tiber,2.0,4.0,2.3543,2.331,0.0233
Tiber,3.0,5.0,2.3575,2.331,0.0265
Tiber,4.0,6.0,2.311,2.331,0.02
Tiber,5.0,7.0,2.3237,2.331,0.0073
Tiber,6.0,8.0,2.3553,2.331,0.0243
Tiber,7.0,9.0,2.3665,2.331,0.0355
Tiber,8.0,10.0,2.4676,2.331,0.1366
Tiber,9.0,11.0,2.3465,2.331,0.0155
Tiber,10.0,12.0,2.331,2.331,0.0
Tiber,11.0,13.0,2.3175,2.331,0.0135
Tiber,12.0,14.0,2.3165,2.331,0.0145
Tiber,13.0,15.0,2.315,2.331,0.016
Tiber,14.0,16.0,2.3442,2.331,0.0132
Tiber,15.0,17.0,2.7807,2.331,0.4497
Tiber,16.0,18.0,2.4742,2.331,0.1432
Tiber,17.0,19.0,2.331,2.331,0.0
Tiber,18.0,20.0,2.348,2.331,0.017
Tiber,19.0,21.0,2.3371,2.331,0.0061
Tiber,20.0,22.0,2.3266,2.331,0.0044
Tiber,21.0,23.0,2.3371,2.331,0.0061
Tiber,22.0,24.0,2.4366,2.331,0.1056
Tiber,23.0,25.0,2.3739,2.331,0.0429
Tiber,24.0,26.0,2.3677,2.331,0.0367
Tiber,25.0,27.0,2.3494,2.331,0.0184
Tiber,26.0,28.0,2.3494,2.331,0.0184
Tiber,27.0,29.0,2.331,2.331,0.0
Tiber,28.0,30.0,2.331,2.331,0.0
Tiber,29.0,31.0,2.486,2.331,0.155
Tiber,30.0,32.0,2.7212,2.331,0.3902
Tiber,31.0,33.0,2.3295,2.331,0.0015
Tiber,32.0,34.0,2.331,2.331,0.0
Tiber,33.0,35.0,2.3247,2.331,0.0063
Tiber,34.0,36.0,2.3226,2.331,0.0084
Tiber,35.0,37.0,2.331,2.331,0.0
Tiber,36.0,38.0,2.3371,2.331,0.0061
Tiber,37.0,39.0,2.331,2.331,0.0
Tiber,38.0,40.0,2.331,2.331,0.0
Tiber,39.0,41.0,2.3281,2.331,0.0029
Tiber,40.0,42.0,2.2999,2.331,0.0311
Tiber,41.0,43.0,2.3894,2.331,0.0584
Tiber,42.0,44.0,2.5191,2.331,0.1881
Tiber,43.0,45.0,2.7869,2.331,0.4559
Tiber,44.0,46.0,2.3555,2.331,0.0245
Tiber,45.0,47.0,2.3237,2.331,0.0073
Tiber,46.0,48.0,2.331,2.331,0.0
Tiber,47.0,49.0,2.315,2.331,0.016
Tiber,48.0,50.0,2.331,2.331,0.0
Tiber,49.0,51.0,2.331,2.331,0.0
Tiber,50.0,52.0,2.3432,2.331,0.0122
Tiber,51.0,53.0,2.3866,2.331,0.0556
Tiber,52.0,54.0,2.3493,2.331,0.0183
Tiber,53.0,55.0,2.3042,2.331,0.0268
Tiber,54.0,56.0,2.2696,2.331,0.0614
Tiber,55.0,57.0,2.2993,2.331,0.0317
Tiber,56.0,58.0,2.3388,2.331,0.0078
Tiber,56.99280575539568,58.99280575539568,2.5328,2.331,0.2018
